arxiv,date,cites,title,authors,flags,sources,doi,abstract_400
1712.09349,2017-12-25,6,Cosmological model due to dimensional reduction of higher-dimensional massive gravity theory,"Nakarachinda, Ratchaphat; Wongjun, Pitayuth","varying,scalar-coupled",inspire:citing_1206.3852;inspire:ft_higuchi_varying,10.1140/epjc/s10052-018-6317-8,"We investigate a cosmological model resulting from a dimensional reduction of the higher-dimensional dRGT massive gravity. By using the Kaluza-Klein dimensional reduction, we obtain an effective four-dimensional massive gravity theory with a scalar field. It is found that the resulting theory corresponds to a combined description of mass-varying massive gravity and quasi-dilaton massive gravity. B"
1712.07066,2017-12-19,179,Nonlocal gravity. Conceptual aspects and cosmological predictions,"Belgacem, Enis; Dirian, Yves; Foffa, Stefano; Maggiore, Michele",,inspire:citing_1407.4331;inspire:citing_1410.0207,10.1088/1475-7516/2018/03/002,"Even if the fundamental action of gravity is local, the corresponding quantum effective action, that includes the effect of quantum fluctuations, is a nonlocal object. These nonlocalities are well understood in the ultraviolet regime but much less in the infrared, where they could in principle give rise to important cosmological effects. Here we systematize and extend previous work of our group, i"
1712.04520,2017-12-11,2,Self-acceleration in scalar-bimetric theories,"Brax, Philippe; Valageas, Patrick","varying,bimetric,scalar-coupled",arxiv:bimetric_recent;arxiv:bimetric_varying;arxiv:idlist_2;inspire:t_bimetric_scalar,10.1103/PhysRevD.97.103516,"We describe scalar-bimetric theories where the dynamics of the Universe are governed by two separate metrics, each with an Einstein-Hilbert term. In this setting, the baryonic and dark matter components of the Universe couple to metrics which are constructed as functions of these two gravitational metrics. More precisely, the two metrics coupled to matter are obtained by a linear combination of th"
1712.00483,2017-12-01,253,MICROSCOPE Mission: First Constraints on the Violation of the Weak Equivalence Principle by a Light Scalar Dilaton,"Bergé, Joel; Brax, Philippe; Métris, Gilles; Pernot-Borràs, Martin","varying,scalar-coupled",inspire:citing_1702.04490,10.1103/PhysRevLett.120.141101,"The existence of a light or massive scalar field with a coupling to matter weaker than gravitational strength is a possible source of violation of the weak equivalence principle. We use the first results on the Eötvös parameter by the MICROSCOPE experiment to set new constraints on such scalar fields. For a massive scalar field of mass smaller than 10-12  eV (i.e., range larger than a few 105  m),"
,2017-12,2,Parameter space for range of bare graviton mass in an FLRW universe based on dRGT massive gravity theory,"Alatas, Husin; Falah, Ahmad K.; Alditia, Randika; Gunara, Bobby E.",higuchi,inspire:citing_1206.3852,10.1016/j.aop.2017.10.011,We discuss the existence of graviton in a Friedmann–Lemaitre–Robertson–Walker (FLRW) metric of isotropic and homogeneous universe based on de Rham–Gabadadze–Tolley (dRGT) nonlinear massive gravity theory. We consider a similar FLRW fiducial metric in the formulation that lead to a Friedmann–Lemaitre equation similar to the case of cosmological constant based dark energy model. We show that these e
1711.10424,2017-11-28,10,Sixth mode in massive gravity,"Celoria, Marco; Comelli, Denis; Pilo, Luigi",ghost,inspire:citing_1206.3852,10.1103/PhysRevD.98.064016,"Generic massive gravity models in the unitary gauge correspond to a self-gravitating medium with six degrees of freedom (d.o.f.). It is widely believed that massive gravity models with six d.o.f. have an unavoidable ghostlike instability; however, the corresponding medium has stable phononlike excitations. The apparent contradiction is solved by the presence of a nonvanishing background pressure a"
1711.09893,2017-11-27,58,"A general theory of linear cosmological perturbations: stability conditions, the quasistatic limit and dynamics","Lagos, Macarena; Bellini, Emilio; Noller, Johannes; Ferreira, Pedro G.","gradient,bimetric,scalar-coupled,ghost",arxiv:bimetric_gradient;arxiv:bimetric_recent;inspire:citing_1410.0207,10.1088/1475-7516/2018/03/021,"We analyse cosmological perturbations around a homogeneous and isotropic background for scalar-tensor, vector-tensor and bimetric theories of gravity. Building on previous results, we propose a unified view of the effective parameters of all these theories. Based on this structure, we explore the viable space of parameters for each family of models by imposing the absence of ghosts and gradient in"
1711.09430,2017-11-26,30,Dark energy survivals in massive gravity after GW170817: SO(3) invariant,"Heisenberg, Lavinia; Tsujikawa, Shinji","scalar-coupled,ghost",inspire:citing_1206.3852;inspire:ft_higuchi_varying,10.1088/1475-7516/2018/01/044,"The recent detection of the gravitational wave signal GW170817 together with an electromagnetic counterpart GRB 170817A from the merger of two neutron stars puts a stringent bound on the tensor propagation speed. This constraint can be automatically satisfied in the framework of massive gravity. In this work, we consider a general SO(3)-invariant massive gravity with five propagating degrees of fr"
1711.07259,2017-11-20,,Cosmological constant constraints from observation-derived energy condition bounds and their application to bimetric massive gravity,M. E. S. Alves; F. C. Carvalho; J. C. N. de Araujo; M. Penna-Lima,bimetric,arxiv:bimetric_recent,,"Among the various possibilities to probe the theory behind the recent accelerated expansion of the universe, the energy conditions (ECs) are of particular interest, since it is possible to confront and constrain the many models, including different theories of gravity, with observational data. In this context, we use the ECs to probe any alternative theory whose extra term acts as a cosmological c"
1711.04655,2017-11-13,14,Stable cosmology in chameleon bigravity,"De Felice, Antonio; Mukohyama, Shinji; Oliosi, Michele; Watanabe, Yota","higuchi,varying,bimetric,scalar-coupled",arxiv:bimetric_higuchi;arxiv:bimetric_recent;arxiv:bimetric_scalar;arxiv:bimetric_varying;arxiv:higuchi_all;arxiv:mg_higuchi_cosmo;inspire:citing_1404.0008;inspire:citing_1702.04490;inspire:ft_genhiguchi;inspire:ft_higuchi_bimetric_2016;inspire:ft_higuchi_varying;inspire:t_bimetric_scalar,10.1103/PhysRevD.97.024050,"The recently proposed chameleonic extension of bigravity theory, by including a scalar field dependence in the graviton potential, avoids several fine-tunings found to be necessary in usual massive bigravity. In particular it ensures that the Higuchi bound is satisfied at all scales, that no Vainshtein mechanism is needed to satisfy Solar System experiments, and that the strong coupling scale is a"
1711.04825,2017-11-13,142,Fate of Large-Scale Structure in Modified Gravity After GW170817 and GRB170817A,"Amendola, Luca; Kunz, Martin; Saltas, Ippocratis D.; Sawicki, Ignacy",scalar-coupled,inspire:citing_1410.0207;inspire:citing_1503.07436,10.1103/PhysRevLett.120.131101,The coincident detection of gravitational waves (GW) and a gamma-ray burst from a merger of neutron stars has placed an extremely stringent bound on the speed of GWs. We showed previously that the presence of gravitational slip (η) in cosmology is intimately tied to modifications of GW propagation. This new constraint implies that the only remaining viable source of gravitational slip is a conform
1711.02635,2017-11-07,40,Anisotropic tensor power spectrum at interferometer scales induced by tensor squeezed non-Gaussianity,"Ricciardone, Angelo; Tasinato, Gianmassimo",higuchi,arxiv:higuchi_all;inspire:citing_1308.1647,10.1088/1475-7516/2018/02/011,"We develop a scenario of inflation with spontaneously broken time and space diffeomorphisms, with distinctive features for the primordial tensor modes. Inflationary tensor fluctuations are not conserved outside the horizon, and can acquire a mass during the inflationary epoch. They can evade the Higuchi bound around de Sitter space, thanks to interactions with the fields driving expansion. Corresp"
1710.06394,2017-10-17,933,Strong constraints on cosmological gravity from GW170817 and GRB 170817A,"Baker, T.; Bellini, E.; Ferreira, P.G.; Lagos, M.","bimetric,scalar-coupled",arxiv:bimetric_recent;inspire:citing_1410.0207,10.1103/PhysRevLett.119.251301,"The detection of an electromagnetic counterpart (GRB 170817A) to the gravitational-wave signal (GW170817) from the merger of two neutron stars opens a completely new arena for testing theories of gravity. We show that this measurement allows us to place stringent constraints on general scalar-tensor and vector-tensor theories, while allowing us to place an independent bound on the graviton mass in"
1709.03108,2017-09-10,16,Horndeski extension of the minimal theory of quasidilaton massive gravity,"De Felice, Antonio; Mukohyama, Shinji; Oliosi, Michele",varying,inspire:citing_1404.0008;inspire:citing_1702.04490,10.1103/PhysRevD.96.104036,"The minimal theory of quasidilaton massive gravity allows for a stable self-accelerating de Sitter solution in a wide range of parameters. On the other hand, in order for the theory to be compatible with local gravity tests, the fifth force due to the quasidilaton scalar needs to be screened at local scales. The present paper thus extends the theory by inclusion of a cubic Horndeski term in a way "
,2017-09,0,Exotic gauge theories of spin-2 fields,"Ondo, Nicholas Andrew",ghost,inspire:citing_1308.1647,,"There has been a resurgence of interest in theories of massive spin-2 fields, owing to the recent discovery of ghost-free self-interactions. In addition to reviewing the historical and recent progress in this subject, I discuss my contributions, including the derivation of the complete decoupling limit of dRGT ghost-free massive gravity, proving no-go theorems on ghost-free interactions for charge"
